2015-10-06T14:30:52.195+0200 I NETWORK  [conn104] end connection 127.0.0.1:60610 (6 connections now open)
2015-10-06T14:30:58.400+0200 I NETWORK  [conn78] end connection 127.0.0.1:60512 (4 connections now open)
2015-10-06T14:30:58.400+0200 I NETWORK  [conn77] end connection 127.0.0.1:60511 (4 connections now open)
2015-10-06T14:30:58.400+0200 I NETWORK  [conn80] end connection 127.0.0.1:60514 (4 connections now open)
2015-10-06T14:30:58.400+0200 I NETWORK  [conn76] end connection 127.0.0.1:60510 (4 connections now open)
2015-10-06T14:30:58.400+0200 I NETWORK  [conn79] end connection 127.0.0.1:60513 (4 connections now open)
2015-10-06T14:52:14.249+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60739 #105 (1 connection now open)
2015-10-06T14:52:14.250+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60740 #106 (2 connections now open)
2015-10-06T14:52:14.250+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60741 #107 (3 connections now open)
2015-10-06T14:52:14.251+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60742 #108 (4 connections now open)
2015-10-06T14:52:14.252+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60743 #109 (5 connections now open)
2015-10-06T14:52:14.281+0200 I INDEX    [conn107] build index on: FG.users properties: { v: 1, unique: true, key: { email: 1 }, name: "email_1", ns: "FG.users", background: true, safe: null }
2015-10-06T14:52:14.281+0200 I INDEX    [conn107] build index done.  scanned 0 total records. 0 secs
2015-10-06T14:52:45.009+0200 I NETWORK  [conn106] end connection 127.0.0.1:60740 (4 connections now open)
2015-10-06T14:52:45.009+0200 I NETWORK  [conn105] end connection 127.0.0.1:60739 (4 connections now open)
2015-10-06T14:52:45.009+0200 I NETWORK  [conn107] end connection 127.0.0.1:60741 (4 connections now open)
2015-10-06T14:52:45.009+0200 I NETWORK  [conn108] end connection 127.0.0.1:60742 (4 connections now open)
2015-10-06T14:52:45.009+0200 I NETWORK  [conn109] end connection 127.0.0.1:60743 (4 connections now open)
2015-10-06T14:52:45.799+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60745 #110 (1 connection now open)
2015-10-06T14:52:45.799+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60746 #111 (2 connections now open)
2015-10-06T14:52:45.799+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60747 #112 (3 connections now open)
2015-10-06T14:52:45.800+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60748 #113 (4 connections now open)
2015-10-06T14:52:45.800+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60749 #114 (5 connections now open)
